name,TempK,Sigma,SMILES
Ethyl 2-cyano-3-methylvalerate,393,21.77,CCC(C)C(C#N)C(=O)OCC
butyl dichloroacetate,343,25.51,CCCCOC(=O)C(Cl)Cl
o-cresol,298,36.9,CC1=CC=CC=C1O
Mesitylene,343,23.51,CC1=CC(=CC(=C1)C)C
"methyl 3,3-dimethylglutarate",338,27.05,CC(C)(CC(=O)OC)CC(=O)OC
propyl citraconate,323,28.22,CCOC(=O)/C=C(/C)C(=O)OCCÊ
o-chloroaniline,343,37.08,C1=CC=C(C(=C1)N)Cl
11-decyldocosane,323,27.8,CCCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC
dodecane,283,26.24,CCCCCCCCCCCC
1-bromopentane,283,28.46,CCCCCBr
3-methylthiophene,293,32.33,CC1=CSC=C1
"2,3-dimethylbutane",303,16.38,CC(C)C(C)C
diethyl methylmalonate,353,23.6,CCOC(=O)C(C)C(=O)OCC
bis(2-heptoxyethyl)phosphonate,333,28.08,CCCCCCCOCCOP(=O)OCCOCCCCCCC
methyl diethylmalonate,343,25.6,CCC(CC)(C(=O)OC)C(=O)OC
alpha-chlorotoluene,363,28.88,C1=CC=C(C=C1)CCl
propyl 9-decynoate,333,27.92,C#CCCCCCCCC(=O)OCCC
tributylamine,353,19.82,CCCCN(CCCC)CCCC
cyclohexyl methyl ether,313,26.01,COC1CCCCC1
"2,4-xylenol",318,30.66,CC1=CC(=C(C=C1)O)C
bis(2-pentoxyethyl)phosphonate,313,29.61,CCCCCO[CH2]OP(=O)(O[CH2]OCCCCCC)O[CH2]OCCCCCC
"4-(2,6,6-trimethyl-2cyclohexen-1-yl)-2-butanol acetate",323,26.82,CC1=C(C(CC1)(C)C)C2CCC(C2)C(C)COC(C)=O
4-methyl-1-pentanol,378,18.12,CC(C)CCCO
fluoroacetic acid,343,34.43,C(C(=O)O)F
tributylamine,333,21.48,CCCCN(CCCC)CCCC
4-octanone,323,23.57,CCCCC(=O)CCC
methyl hydrocinnamate,363,29.62,COC(=O)CCC1=CC=CC=C1
valeraldehyde,283,26.95,CCCCC=O
cyclo-octadiene,293,31.46,C1CCC=CC=CC1
N-Ethyl-N-nitrosoaniline,333,37.07,CCN(C1=CC=CC=C1)N=O
cymene,373,20.06,CC1=CC=C(C=C1)C(C)C
1-phenyl-2-butanone,333,33.67,CCC(=O)CC1=CC=CC=C1
"2,3,3-trimethylhexane",333,18.78,CCCC(C)(C)C(C)C
dipropyl acetylenedicarboxylate,323,29.31,CCCOC(=O)C#CC(=O)OCCC
propyne,183,27.85,CC#C
m-dichlorobenzene,423,21.09,C1=CC(=CC(=C1)Cl)Cl
2-cyclopentylcyclopentanol,353,30.61,C1CCC(C1)C2CCCC2O
"2,4-dimethyl-pyridine",358,25.38,CC1=CC(=NC=C1)C
butyrophenone,333,31.66,CCCC(=O)C1=CC=CC=C1
ethyl 2-bromopropionate,353,23.97,CCOC(=O)C(C)Br
Dimethyl Ether,203,25.32,COC
butyl ethylxanthate,338,28.58,CCCCOC(=S)SCC
butyl nitrate,338,23.03,CCCCO[N+](=O)[O-]
"2,4,6-trichlorophenol",353,35.49,C1=C(C=C(C(=C1Cl)O)Cl)Cl
1-bromoheptane,353,22.88,CCCCCCCBr
trimethylamine,288,14.55,CN(C)C
butyl sulfite,303,27.91,CCCCOS(=O)OCCCC
tridecane,323,23.37,CCCCCCCCCCCCC
4-chloro-4-propylheptane,348,21.25,CCCC(CCC)(CCC)Cl
methyl decanoate,353,23.03,CCCCCCCCCC(=O)OC
"2,4-dinitrophenol",453,36.2,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
3-hexanone oxime,293,28.7,CCC/C(=N\O)/CC
2-nitrobutane,353,30.26,CCC(C)[N+](=O)[O-]
methyl sulfite,323,30.21,COS(=O)OC
Methyl Cyanoacetate,393,28.43,COC(=O)CC#N
1-butylnaphthalene,333,32.12,CCCCC1=CC=CC2=CC=CC=C21
isopentyl sulfide,313,24.22,CC(C)CCSCCC(C)C
2-chlorodecane,343,24.07,CCCCCCCCC(C)Cl
butyl phenyl ether,353,25.66,CCCCOC1=CC=CC=C1
dipropyl methylmalonate,353,23.21,CCCOC(=O)C(C)C(=O)OCCC
heptanenitrile,353,22.59,CCCCCCC#N
dihexyl phosphonate,293,28.73,CCCCCCO[P+](=O)OCCCCCC
Ethylene Oxide,293,24.33,C1CO1
"2,3-dimethyl-2-butanol",388,14.81,CC(C)C(C)(C)O
glycerol trihexanoate,353,26.5,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC
3-methylpentane,298,17.61,CCC(C)CC
heptadecane,323,25.77,CCCCCCCCCCCCCCCCC
propyl 3-butynoate,333,25.49,C#CCC(=O)OCCC
dicumenylmethane,423,23.04,CC(C)C1=CC=CC=C1CC2=CC=CC=C2C(C)C
methyl carbamate,373,33.63,COC(=O)N
3-ethyl-3-methylpentane,303,21.08,CCC(C)(CC)CC
ethyl phenylacetate,323,32.06,CCOC(=O)CC1=CC=CC=C1
isohexylamine,363,18.13,CC(C)CCCN
pentyl phenyl ether,333,27.98,CCCCCOC1=CC=CC=C1
propyl phenylacetate,323,31.25,CCCOC(=O)CC1=CC=CC=C1
methyl heptanoate,313,25,CCCCCCC(=O)OC
p-chloroaniline,358,39.35,C1=CC(=CC=C1N)Cl
acetophenone,333,35,CC(=O)C1=CC=CC=C1
"2,4-xylidine",363,30.38,CC1=CC(=C(C=C1)N)C
"2,4,4-trimethylhexane",283,22,CCC(C)(C)CC(C)C
isopropyl thienyl ketone,293,37.09,C(C)C(=O)C1=CC=CS1
4-methyl-1-pentanol,318,22.58,CC(C)CCCO
"3,3-diethylpentane",298,23.29,CCC(CC)(CC)CC
butyric acid,323,23.75,CCCC(=O)O
"3,3-dimethylhexane",333,17.05,CCCC(C)(C)CC
diheptyl ethyl phosphonate,313,27.08,CCCCCCCOP(CC)OCCCCCCC
3-butenenitrile,323,25.97,C=CCC#N
2-bromobutane,333,20.84,CCC(C)Br
N-methylacetanilide,393,30.66,CC(=O)N(C)C1=CC=CC=C1
"1,1-dipropoxyethane",363,16.28,CCCOC(C)OCCC
butyric acid,293,26.51,CCCC(=O)O
propyl undecenoate,293,29.49,CCCCCCCCC=CC(=O)OCCC
DL-4-Phenyl-2-butanol,363,28.88,CC(CCC1=CC=CC=C1)O
4-chloro-4-methylheptane,273,27.09,CCCC(C)(CCC)Cl
propyl thiocyanate,393,22.33,CCCSC#N
isobutyl disulfide,353,22.73,CC(C)CSSCC(C)C
heptyl 3-ethoxypropionate,333,24.81,CCCCCCCOC(=O)CCOCC
3-propoxypropionitrile,288,30.11,CCCOCCC#N
3-chloro-3-methylpentane,298,23.65,CCC(C)(CC)Cl
2-hexanol,348,19.92,CCCCC(C)O
"2,3-dimethylhexane",303,20.09,CCCC(C)C(C)C
m-cresol,443,22.3,CC1=CC(=CC=C1)O
1-chlorohexane,283,27.28,CCCCCCCl
propyl mesaconate,288,31.39,CCCC(=O)C=C(C)C(=O)O
2-iodobutane,303,27.15,CCC(C)I
alpha-campholenic acid,353,29.95,CC1=CCC(C1(C)C)CC(=O)O
dibutyl maleate,323,28.13,CCCCOC(=O)C=CC(=O)OCCCC
2-thiopheneethanol,333,35.43,C1=CSC(=C1)CCO
5-methylisoxazole,313,30.6,CC1=CC=NO1
pyrimidine,353,24.77,C1=CN=CN=C1
diisopropyl adipate,353,23.42,CC(C)OC(=O)CCCCC(=O)OC(C)C
o-ethyltoluene,333,25.97,CCC1=CC=CC=C1C
bromodichloromethane,328,27.99,C(Cl)(Cl)Br
octanenitrile,303,27.2,CCCCCCCC#N
hexamethylene nitrate,318,38.8,C1CCC(CC1)O[N+](=O)[O-]
Heptanal,293,26.84,CCCCCCC=O
dipentyl adipate,293,31.25,CCCCCOC(=O)CCCCC(=O)OCCCCC
ethyl nitriloacetate,313,32.61,CCOC(=O)C[N+](=O)[O-]
"2,3,3-trimethylpentane",373,14.3,CCC(C)(C)C(C)C
dihexyl carbonate,298,27.63,CCCCCCOC(=O)OCCCCCC
isobutyl formate,323,20.53,CC(C)COC=O
3-methylcyclohexanone,353,25.66,CC1CCCC(=O)C1
methyl propionate,313,22.555,CCC(=O)OC
ethyl allylmalonate,353,23.64,CCOC(=O)C(CC=C)C(=O)OCC
propyl iodoacetate,333,30.17,CCCOC(=O)CI
4-isopropyl-pyridine,313,31.57,CC(C)C1=CC=NC=C1
hexyl sulfide,343,24.21,CCCCCCSCCCCCC
cyclohexyl methyl ether,288,28.77,COC1CCCCC1
4-chlorodecane,303,27.3,CCCCCCC(CCC)Cl
cyclopropanecarboxylic acid,293,34.48,C1CC1C(=O)O
2-thiophenecarboxaldehyde,313,46.5,C1=CSC(=C1)C=O
"1,8-dichloro-octane",333,31.9,C(CCCCCl)CCCCl
propyl chloroacetate,353,24.25,CCCOC(=O)CCl
"dibutyl 1,1-cyclobutanedicarboxylate",333,26.57,CCCCOC(=O)C1(CCC1)C(=O)OCCCC
Methyl p-hydroxybenzoate,463,30.7,COC(=O)C1=CC=C(C=C1)O
"2,4,5-trichlorophenol",453,24.61,C1=C(C(=CC(=C1Cl)Cl)Cl)O
methylamine,303,18.41,CN
bromoacetic acid,443,27.72,C(C(=O)O)Br
Ethyl propionate,343,18.54,CCC(=O)OCC
"4,5-dimethyloctane",298,22.98,CCCC(C)C(C)CCC
Ethylene,123,25.08,C=C
heptyl 2-naphthaleneacetate,293,35.69,CCCCCCCOC(=O)CC1=CC2=CC=CC=C2C=C1
1-octadecene,363,22.165,CCCCCCCCCCCCCCCCC=C
diethyl oxalate,343,26.49,CCOC(=O)C(=O)OCC
glycerol trihexanoate,383,24.79,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC
"2,4-dimethylpentane",263,21.06,CC(C)CC(C)C
butyraldehyde oxime,333,25.18,CCCC=NO
m-nitrotoluene,333,36.83,CC1=CC(=CC=C1)[N+](=O)[O-]
diethyl acetylenedicarboxylate,323,30.21,CCOC(=O)C#CC(=O)OCC
pentyl naphthoate,293,37.2,CCCCCOC(=O)c1cccc2ccccc12
4-benzyl-6-bromo-2-phenylphenol,303,43.94,C1=CC=C(C=C1)CC2=CC(=C(C(=C2)Br)O)C3=CC=CC=C3
butyl isothiocyanate,353,24.41,CCCCN=C=S
perfluoro-2-methylpentane,288,12.5,C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F
diethyl O-nonanoyl-l-malate,313,28.62,CCCCCCCCCC(=O)OC(C(=O)OCC)C(O)C(=O)OCC
dioctyl ether,363,21.92,CCCCCCCCOCCCCCCCC
"1,6-dichlorohexane",333,31.34,C(CCCCl)CCCl
1-phenylhexane,363,23.34,CCCCCCC1=CC=CC=C1
perfluorohexane,298,11.44,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
3-ethylheptane,303,21.89,CCCCC(CC)CC
diisobutyl maleate,293,28.79,CC(C)COC(=O)C=CC(=O)OCC(C)C
propyl undecenoate,363,23.02,CCCCCCCCC=CC(=O)OCCC
5-chlorodecane,313,26.19,CCCCCC(CCCC)Cl
diethyl ethylmalonate,373,21.37,CCC(C(=O)OCC)C(=O)OCC
1-bromo-4-fluoro-benzene,323,31.57,C1=CC(=CC=C1F)Br
o-nitroanisole,453,27.29,COC1=CC=CC=C1[N+](=O)[O-]
1-octadecene,293,28.14,CCCCCCCCCCCCCCCCC=C
1-heptene,298,19.8,CCCCCC=C
butyl butylxanthate,288,32.34,CCCCOC(=S)SCCCC
1-chloropentane,303,23.86,CCCCCCl
isopropyl hydrocinnamate,333,29.21,CC(C)OC(=O)CCc1ccccc1
1-octanethiol,333,24.51,CCCCCCCCS
"glycerol 1,3-dipalmitate",353,22.15,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)O
"2,5-dichlorothiophene",333,33.04,C1=C(SC(=C1)Cl)Cl
"2,4-xylenol",328,29.79,CC1=CC(=C(C=C1)O)C
ethyl octanoate,373,19.66,CCCCCCCC(=O)OCC
diethyl sebacate,283,33.72,CCOC(=O)CCCCCCCCC(=O)OCC
isopropylcyclopentane,333,20.46,CC(C)C1CCCC1
ethanol,303,21.55,CCO
propyl trichloroacetate,323,27.24,CCCOC(=O)C(Cl)(Cl)Cl
"dipropyl 1,1-cyclobutanedicarboxylate",313,28.74,CCCOC(=O)C1(CCC1)C(=O)OCCC
1-propane sulfonyl chloride,308,36.4,CCCS(=O)(=O)Cl
Ethyl 2-cyano-3-propylhexanoate,393,21.45,CCCC(CCC)C(C#N)C(=O)OCC
"N,N-diethylbenzylamine",333,26.1,CCN(CC)CC1=CC=CC=C1
methylcyclopentane,283,23.47,CC1CCCC1
adiponitrile,313,43.99,C(CCC#N)CC#N
tetrahydrothiophene dioxide,333,43.25,C1CCS(=O)(=O)C1
allyl acetate,293,26.36,CC(=O)OCC=C
cyclobutanecarboxylic acid,333,29.52,C1CC(C1)C(=O)O
dipropyl oxalate,313,28.21,CCCOC(=O)C(=O)OCCC
glycerol trioctanoate,373,25.04,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
o-chlorophenol,333,35.8,C1=CC=C(C(=C1)O)Cl
N-ethylacetanilide,363,30.98,CCN(C1=CC=CC=C1)C(=O)C
butyl phenyl ether,363,24.69,CCCCOC1=CC=CC=C1
"methyl 1,1-cyclohexanedicarboxylate",333,31.22,COC(=O)C1CCCCC1C(=O)OC
trifluoroacetic acid,341,9.9,C(=O)(C(F)(F)F)O
phenyl propyl sulfide,353,29.09,CCCSC1=CC=CC=C1
propyl valerate,283,26.77,CCCCC(=O)OCCC
cyclohexyl formate,343,26.66,C1CCC(CC1)OC=O
1-chloro-4-iodo-benzene,393,31.58,C1=CC(=CC=C1Cl)I
propyl cyclopropane,293,29,CCCC1CC1
methyl sulfite,333,28.96,COS(=O)OC
ethane sulfonyl chloride,293,41.1,CCS(=O)(=O)Cl
dipropyl heptylphosphonate,333,25.22,CCCCCCCP(=O)(OCCC)OCCC
"methyl 3,3-dipropylglutarate",318,28.26,CCCC(CC(C)(CC)C(=O)OC)CC(=O)O
trans-octahydro-2(III)-nathalenone,278,37.52,C1CCC2CC(=O)CCC2C1
pentamethylene nitrate,308,41.2,C(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
6-dodecanol,303,26.29,CCCCCCC(CCCCC)O
"N,N-dipropylaniline",303,31.95,CCCN(CCC)C1=CC=CC=C1
2-ethyl-pyridine,313,29.72,CCC1=CC=CC=N1
3-methyl-pyridine,358,27.55,CC1=CN=CC=C1
p-dichlorobenzene,393,24.11,C1=CC(=CC=C1Cl)Cl
trihexyl phosphite,313,25.93,CCCCCCOP(OCCCCCC)OCCCCCC
propyl trichloroacetate,353,24.06,CCCOC(=O)C(Cl)(Cl)Cl
sec-butylbenzene,373,20.69,CCC(C)C1=CC=CC=C1
Butane,253,17.28,CCCC
diisopropyl acetylenedicarboxylate,333,26.96,CC(C)OC(=O)C#CC(=O)OC(C)C
formanilide,333,39.05,C1=CC=C(C=C1)NC=O
diisopentyl sebacate,283,31.91,CC(C)CCOC(=O)CCCCCCCCC(=O)OCCC(C)C
propylene nitrate,283,47.2,CC(CO[N+](=O)[O-])O[N+](=O)[O-]
isopentyl disulfide,353,23.56,CC(C)CCSSCCC(C)C
benzoyl bromide,383,30.48,C1=CC=C(C=C1)C(=O)Br
"3,3-diethylpentane",303,22.83,CCC(CC)(CC)CC
2-methylpropene,253,17.41,CC(=C)C
diisopropyl acetylenedicarboxylate,363,24.18,CC(C)OC(=O)C#CC(=O)OC(C)C
5-methyl-5-octanol,318,24.23,CCCCC(C)(CCC)O
bicyclohexane,353,27.03,C1CCC(CC1)C2CCCCC2
cyclohexane,303,24.06,C1CCCCC1
pentyl 2-naphthoate,333,33.81,CCCCCOC(=O)C1=CC2=CC=CC=C2C=C1
cis-decahydronaphthalene,253,36.83,C1CCC2CCCCC2C1
1-chloro-octane,333,23.87,CCCCCCCCCl
propanol,323,21.37,CCCO
pentyl picolinate,333,31.17,CCCCCOC(=O)C1=CC=CC=N1
"2,4-dimethyl-pyridine",313,30.76,CC1=CC(=NC=C1)C
methyl decanoate,293,28.51,CCCCCCCCCC(=O)OC
ethyl chloroacetate,293,31.83,CCOC(=O)CCl
methyl 9-decynoate,323,29.98,C#CCCCCCCCC(=O)OC
methylenecyclopentane,293,24.36,C=C1CCCC1
3-(dipropylamino)-propionitrile,343,24.78,CCCN(CCC)CCC#N
"cis-1,3-dimethylcyclohexane",303,22.15,CC1CCCC(C1)C
"ethyl trans-hexahydro-2,2-indandiacetate",338,29.74,CCOC(=O)C1C2CCCC1C2(CC(=O)O)
methyl butoxyacetate,333,24.15,CCCCOCC(=O)OC
diisopropyl adipate,283,30.31,CC(C)OC(=O)CCCCC(=O)OC(C)C
butyrophenone,313,33.58,CCCC(=O)C1=CC=CC=C1
3-methyl-1-pentanol,388,17.04,CCC(C)CCO
tert-pentylamine,313,18.61,CCC(C)(C)N
2-ethylthiophene,313,27.81,CCC1=CC=CS1
dipentyl oxalate,313,27.9,CCCCCOC(=O)C(=O)OCCCCC
methyl dimethylmalonate,333,26.38,CC(C)(C(=O)[O-])C(=O)OC
nitrobenzene,373,34.77,C1=CC=C(C=C1)[N+](=O)[O-]
1-chloroundecane,353,23.91,CCCCCCCCCCCCl
iodoacetic acid,358,38.63,C(C(=O)O)I
m-tolunitrile,288,37.33,CC1=CC(=CC=C1)C#N
1-bromo-4-fluoro-benzene,333,30.53,C1=CC(=CC=C1F)Br
Methyl Myristate,353,24.6,CCCCCCCCCCCCCC(=O)OC
dipropyl hexylphosphonate,313,26.62,CCCCCCP(=O)(OCCC)OCCC
4-(1-hexylheptyl)-pyridine,293,31.27,CCCCCCC(CCCCCC)C1=CC=NC=C1
"2,4,6-trichlorophenol",443,26.89,C1=C(C=C(C(=C1Cl)O)Cl)Cl
1-decene,283,24.92,CCCCCCCCC=C
3-chloro-3-methylpentane,318,21.35,CCC(C)(CC)Cl
ethyl 2-allylacetoacetate,373,22.77,CCOC(=O)C(CC=C)C(=O)C
hydrazine,293,67.6,NN
dipentyl ether,333,21.11,CCCCCOCCCCC
pyrimidine,333,26.79,C1=CN=CN=C1
6-nitro-o-toluidine,373,39.67,CC1=C(C(=CC=C1)[N+](=O)[O-])N
3-methylheptane,298,20.82,CCCCC(C)CC
isopentyl fumarate,353,24.41,CC(C)CCOC(=O)/C=C/C(=O)O
"glycerol 1,3-dipalmitate",383,20.76,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)O
methyl 3-propoxypropionate,313,26.37,CCCOCCC(=O)OC
fluorobenzene,353,20.04,C1=CC=C(C=C1)F
"glycerol 1,3-dioleate 2-palmitate",413,21.16,CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCC
tetrahydrothiophene,333,30.39,C1CCSC1
dipropyl pentylmalonate,313,26.9,CCCC(C)C(C(=O)OCCC)C(=O)OCCC
4-chloro-4-methylnonane,298,26.52,CCCCCC(C)(CCC)Cl
eicosane,353,23.88,CCCCCCCCCCCCCCCCCCCC
"ethyl 1,1-cyclobutanedicarboxylate",293,31.94,CCOC(=O)C1(CCC1)C(=O)OCC
"1,2-diethoxycyclopentane",293,31.9,CCOC1CCCC1OCC
hexylamine,363,19.14,CCCCCCN
1-iodohexadecane,303,31.85,CCCCCCCCCCCCCCCCI
butyl methyl ether,313,17.94,CCCCOC
n-butylaniline,303,33.04,CCCCNC1=CC=CC=C1
2-pentanone O-ethyloxime,343,18.73,CCCC(=NOCC)C
dibutyl phosphonate,358,23.56,CCCCO[P+](=O)OCCCC
diethylamine,303,19.28,CCNCC
tert-butylbenzene,293,28.13,CC(C)(C)C1=CC=CC=C1
methyl octanoate,353,21.91,CCCCCCCC(=O)OC
butyl fumarate,323,28.03,CCCCOC(=O)C=CC(=O)OCCCC
azelaonitrile,333,38.74,C(CCCC#N)CCCC#N
1-chlorodecane,303,28.82,CCCCCCCCCCCl
"2,4,4-trimethylhexane",333,17.82,CCC(C)(C)CC(C)C
phenyl isothiocyanate,393,29.7,C1=CC=C(C=C1)N=C=S
diisopropyl acetylenedicarboxylate,343,26.03,CC(C)OC(=O)C#CC(=O)OC(C)C
ethyl butyrate,353,18.19,CCCC(=O)OCC
6-methyl-6-undecanol,308,25.46,CCCCCC(C)(CCCCC)O
dipropyl sebacate,323,29.58,CCCOC(=O)CCCCCCCCC(=O)OCCC
isobutyl valerate,333,20.07,CCCCC(=O)OCC(C)C
1-nonanol,323,26,CCCCCCCCCO
Propyl Cyanoacetate,423,22.1,CCCOC(=O)CC#N
Ethyl disulfide,303,29.87,CCSSCC
6-chlorodecane,353,22.75,CCCCC(CCCCC)Cl
dextro-4-Phenyl-2-butanol,313,33.87,CC(CCC1=CC=CC=C1)O
"2-butoxy-4-methyl-1,2,3-dioxaphospholane",313,26.53,CCCCOP1C(C)COO1
methyl undecenoate,293,29.95,COC(=O)CCCCCCCCC=C
"dimethyl 1,1-cyclobutanedicarboxylate",303,33.91,COC(=O)C1(CCC1)C(=O)OC
4-benzyl-2-phenylphenol,303,43.41,C1=CC=C(C=C1)CC2=CC(=C(C=C2)O)C3=CC=CC=C3
glycerol trioctanoate,393,24,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
methyl pentyl ether,303,20.87,CCCCCOC
triisopentylammonium thiocyanate,413,27.64,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.C(#N)[S-]
butylcyclopentane,313,23.95,CCCCC1CCCC1
dipentyl chlorofumarate,313,28.2,CCCCCOC(=O)/C=C(/C(=O)OCCCCC)\Cl
"2,4,6-trichlorophenol",403,31.67,C1=C(C=C(C(=C1Cl)O)Cl)Cl
ethyl 9-decynoate,323,28.88,CCOC(=O)CCCCCCCC#C
1-bromo-octane,303,28.22,CCCCCCCCBr
3-nonanone,293,27.43,CCCCCCC(=O)CC
"2-butoxy-4-methyl-1,2,3-dioxaphospholane",358,22.49,CCCCOP1C(C)COO1
2-aminoethanol,348,42.75,C(CO)N
"2,3,3-trimethylpentane",323,18.85,CCC(C)(C)C(C)C
butyl disulfide,363,24.01,CCCCSSCCCC
"2,4-xylenol",373,25.88,CC1=CC(=C(C=C1)O)C
Methanol,283,23.28,CO
2-methylpropene,263,14.09,CC(=C)C
propyne,213,23.4,CC#C
bis(2-ethoxyethyl) ether,288,27.98,CCOCCOCCOCC
acetone ketazine,323,23.4,CC(=NN=C(C)C)C
4-dodecanol,353,23.02,CCCCCCCCC(CCC)O
p-chlorotoluene,403,20.36,CC1=CC=C(C=C1)Cl
2-pentylthiophene,293,30.09,CCCCCC1=CC=CS1
ethyl methyl ether,323,11.97,CCOC
propyl 3-butynoate,288,30.43,C#CCC(=O)OCCC
3-octanone,318,24.25,CCCCCC(=O)CC
3-butoxypropionitrile,323,27.33,CCCCOCCC#N
decylcyclopentane,343,24.91,CCCCCCCCCCC1CCCC1
"3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",333,27.14,CC1=CCCC(C1C=C(C)C(=O)C)(C)C
"3,4,5-trimethylisoxazole",333,28.72,CC1=C(ON=C1C)C
1-chloro-3-methylbutane,313,21.21,CC(C)CCCl
2-chloro-alpha-phenyl-p-cresol,293,44.2,C1=CC=C(C=C1)CC2=CC(=C(C=C2)O)Cl
p-xylene,343,23.17,CC1=CC=C(C=C1)C
acetaldehyde oxime,288,32.53,CC=NO
isobutylbenzene,313,25.55,CC(C)CC1=CC=CC=C1
"glycerol 1,2-diacetate 3-oleate",373,17.62,CC(=O)OCC(COC(C)=O)COC(=O)CCCCCCCCCCCCC(C)C
2-chloro-2-methyloctane,318,23.47,CCCCCCC(C)(C)Cl
dibutylamine,363,17.93,CCCCNCCCC
"2,2,3,4-tetramethylpentane",298,21.55,CC(C)C(C)C(C)(C)C
ethyl sulfide,288,25.67,CCSCC
triethyl aconitate,353,28.45,CCOC(=O)CC(=CC(=O)OCC)C(=O)OCC
1-phenyl-1-penten-3-one,423,28.88,CCC(=O)C=CC1=CC=CC=C1
tert-butyl methyl sulfide,288,24,CC(C)(C)SC
"ethyl 1,1,2,2-cyclopropanetetracarboxylate",353,28.69,CCOC(=O)C1(CC1(C(=O)OCC)C(=O)OCC)C(=O)OCC
dimethyl dextro-tartrate,333,39.17,COC(=O)C(C(C(=O)OC)O)O
"2,4-dimethylheptane",313,19.49,CCCC(C)CC(C)C
hexyl methyl ether,288,23.71,CCCCCCOC
2-methylcyclohexanone,333,27.9,CC1CCCCC1=O
tripropylamine,333,19.31,CCCN(CCC)CCC
pyrrole,323,34.31,C1=CNC=C1
butyl butylxanthate,358,26,CCCCOC(=S)SCCCC
N-nitirosodiethylamine,293,31.64,CCN(CC)N=O
isobutyl phenylpropiolate,303,34.14,CC(C)COC(=O)C#CC1=CC=CC=C1
1-(2-hydroxyethoxy)-2-(2-octyloxyethoxy)ethane,293,31.5,CCCCCCCCOCCOCCOCCO
pentanol,293,25.79,CCCCCO
heptyl 3-heptyloxypropionate,358,24.46,CCCCCCCOCCC(=O)OCCCCCCC
propionaldehyde oxime,323,26.64,CCC=NO
adiponitrile,293,45.93,C(CCC#N)CC#N
1-octene,293,21.76,CCCCCCC=C
p-diethylbenzene,363,21.79,CCC1=CC=C(C=C1)CC
4-ethyl-3-methylhexane,323,20.47,CCC(C)C(CC)CC
2-nitroresorcinol,433,31.87,C1=CC(=C(C(=C1)O)[N+](=O)[O-])O
fluoroacetic acid,323,36.65,C(C(=O)O)F
nicotine,243,44.41,CN1CCCC1C2=CN=CC=C2
diisobutyl carbonate,288,25.78,CC(C)COC(=O)OCC(C)C
3-(pentylamino)-propionitrile,343,25.72,CCCCCNC(C)C#N
Ethyl 2-cyano-3-methyl-2-pentenoate,323,31.33,CCC(=C(C#N)C(=O)OCC)C
"methyl trans-decahydro-2,2-naphthalene diacetate",298,35.93,CC(=O)OC1CCC2CCCCC2C1C(=O)OC
1-bromoundecane,333,26.77,CCCCCCCCCCCBr
1-bromopropane,313,22.66,CCCBr
hexyl 3-hexyloxypropionate,313,26.55,CCCCCCOCCC(=O)OCCCCCC
"ethyl 4-methyl-1,1-cyclohexanediacetate",318,29.54,CC(=O)OCC1CCC(CC(=O)OCC)C1C
3-methyl-2-pentanol,348,20.25,CCC(C)C(C)O
"dipropyl-1,1-cyclopropanecarboxylic acid",303,29.99,CCCC1C(C1C(=O)OCC)CCC
2-methylhexane,363,12.45,CCCCC(C)C
anethol,323,32.45,CC=CC1=CC=C(C=C1)OC
9-cycloheptadecen-1-one,333,32.83,C1CCCC=CCCCCCCCC(=O)CCC1
4-nitro-o-toluidine,413,43.32,CC1=C(C=CC(=C1)[N+](=O)[O-])N
propyl iodoacetate,353,28.03,CCCOC(=O)CI
benzenethiol,303,37.8,C1=CC=C(C=C1)S
"methyl-1,1-cyclopropanecarboxylic acid",333,31.69,CC1(CC1)C(=O)O
methyl thienyl ketone,293,42.7,CC(=O)C1=CC=CS1
Methyl Sulfate,343,33.12,COS(=O)(=O)O
ethyl chloroacetate,363,23.95,CCOC(=O)CCl
Ethyl Acetate,323,20.48,CCOC(=O)C
p-dinitrobenzene,393,38.86,C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
3-pentanone oxime,303,27.97,CCC(=NO)CC
"2,4-xylidine",323,34.36,CC1=CC(=C(C=C1)N)C
diethyl O-butyryl-l-malate,353,25.14,C(=O)CCCCC(=O)OCC
3-decanone,333,24.27,CCCCCCCC(=O)CC
3-(ethylamino)-propionitrile,313,30.93,CCNCCC#N
